Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
3678: Rectangle, x_up_left = 11, y_up_left = 123, x_down_right = 50, y_down_right = 48, perimeter = 228, color = LIGHT_BLUE
3679: Rectangle, x_up_left = 115, y_up_left = 139, x_down_right = 134, y_down_right = 44, perimeter = 228, color = BLUE
3680: Rectangle, x_up_left = 46, y_up_left = 84, x_down_right = 101, y_down_right = 25, perimeter = 228, color = YELLOW
3681: Rectangle, x_up_left = 38, y_up_left = 179, x_down_right = 105, y_down_right = 132, perimeter = 228, color = RED
3682: Rectangle, x_up_left = 75, y_up_left = 176, x_down_right = 146, y_down_right = 133, perimeter = 228, color = ORANGE
3683: Rectangle, x_up_left = 124, y_up_left = 93, x_down_right = 166, y_down_right = 21, perimeter = 228, color = BLUE
3684: Rectangle, x_up_left = 18, y_up_left = 125, x_down_right = 44, y_down_right = 37, perimeter = 228, color = GREEN
3685: Triangle, x1 = 95, y1 = 110, x2 = 7, y2 = 52, x3 = 20, y3 = 96, perimeter = 227.57, color = GREEN
3686: Triangle, x1 = 163, y1 = 140, x2 = 181, y2 = 127, x3 = 115, y3 = 49, perimeter = 227.263, color = BLUE
3687: Triangle, x1 = 141, y1 = 63, x2 = 177, y2 = 38, x3 = 148, y3 = 140, perimeter = 227.189, color = VIOLET
3688: Triangle, x1 = 33, y1 = 56, x2 = 4, y2 = 109, x3 = 97, y3 = 72, perimeter = 226.475, color = VIOLET
3689: Triangle, x1 = 189, y1 = 116, x2 = 79, y2 = 100, x3 = 168, y3 = 125, perimeter = 226.449, color = BLUE
3690: Circle, x = 160, y = 35, radius = 36, perimeter = 226.08, color = VIOLET
3691: Circle, x = 198, y = 90, radius = 36, perimeter = 226.08, color = VIOLET
3692: Circle, x = 81, y = 112, radius = 36, perimeter = 226.08, color = BLUE
3693: Circle, x = 167, y = 127, radius = 36, perimeter = 226.08, color = LIGHT_BLUE
3694: Circle, x = 74, y = 102, radius = 36, perimeter = 226.08, color = LIGHT_BLUE
3695: Rectangle, x_up_left = 20, y_up_left = 125, x_down_right = 106, y_down_right = 98, perimeter = 226, color = ORANGE
3696: Rectangle, x_up_left = 41, y_up_left = 139, x_down_right = 116, y_down_right = 101, perimeter = 226, color = BLUE
3697: Rectangle, x_up_left = 48, y_up_left = 103, x_down_right = 86, y_down_right = 28, perimeter = 226, color = ORANGE
3698: Rectangle, x_up_left = 94, y_up_left = 134, x_down_right = 192, y_down_right = 119, perimeter = 226, color = LIGHT_BLUE
3699: Rectangle, x_up_left = 4, y_up_left = 196, x_down_right = 66, y_down_right = 145, perimeter = 226, color = LIGHT_BLUE
3700: Rectangle, x_up_left = 95, y_up_left = 176, x_down_right = 187, y_down_right = 155, perimeter = 226, color = ORANGE
3701: Rectangle, x_up_left = 37, y_up_left = 177, x_down_right = 143, y_down_right = 170, perimeter = 226, color = LIGHT_BLUE
3702: Triangle, x1 = 56, y1 = 146, x2 = 9, y2 = 58, x3 = 74, y3 = 144, perimeter = 225.676, color = GREEN
3703: Triangle, x1 = 117, y1 = 148, x2 = 163, y2 = 99, x3 = 107, y3 = 59, perimeter = 225.587, color = RED
3704: Triangle, x1 = 157, y1 = 151, x2 = 133, y2 = 175, x3 = 199, y3 = 84, perimeter = 225.431, color = BLUE
3705: Triangle, x1 = 165, y1 = 91, x2 = 136, y2 = 25, x3 = 120, y3 = 122, perimeter = 225.045, color = BLUE
3706: Triangle, x1 = 85, y1 = 83, x2 = 60, y2 = 142, x3 = 68, y3 = 192, perimeter = 225.032, color = GREEN
3707: Triangle, x1 = 58, y1 = 16, x2 = 58, y2 = 21, x3 = 76, y3 = 127, perimeter = 224.967, color = ORANGE
3708: Triangle, x1 = 119, y1 = 93, x2 = 21, y2 = 100, x3 = 12, y3 = 83, perimeter = 224.951, color = BLUE
3709: Triangle, x1 = 29, y1 = 39, x2 = 92, y2 = 111, x3 = 12, y3 = 34, perimeter = 224.427, color = GREEN
3710: Triangle, x1 = 133, y1 = 17, x2 = 157, y2 = 35, x3 = 84, y3 = 100, perimeter = 224.129, color = GREEN
3711: Triangle, x1 = 143, y1 = 54, x2 = 197, y2 = 58, x3 = 125, y3 = 124, perimeter = 224.098, color = RED
3712: Triangle, x1 = 176, y1 = 103, x2 = 104, y2 = 18, x3 = 120, y3 = 49, perimeter = 224.076, color = VIOLET
3713: Rectangle, x_up_left = 81, y_up_left = 72, x_down_right = 150, y_down_right = 29, perimeter = 224, color = VIOLET
3714: Rectangle, x_up_left = 29, y_up_left = 186, x_down_right = 55, y_down_right = 100, perimeter = 224, color = BLUE
3715: Rectangle, x_up_left = 83, y_up_left = 104, x_down_right = 127, y_down_right = 36, perimeter = 224, color = GREEN
3716: Rectangle, x_up_left = 171, y_up_left = 113, x_down_right = 174, y_down_right = 4, perimeter = 224, color = LIGHT_BLUE
3717: Rectangle, x_up_left = 138, y_up_left = 125, x_down_right = 145, y_down_right = 20, perimeter = 224, color = GREEN
3718: Rectangle, x_up_left = 4, y_up_left = 66, x_down_right = 59, y_down_right = 9, perimeter = 224, color = BLUE
3719: Rectangle, x_up_left = 98, y_up_left = 74, x_down_right = 180, y_down_right = 44, perimeter = 224, color = LIGHT_BLUE
3720: Rectangle, x_up_left = 92, y_up_left = 144, x_down_right = 96, y_down_right = 36, perimeter = 224, color = GREEN
3721: Rectangle, x_up_left = 96, y_up_left = 76, x_down_right = 180, y_down_right = 48, perimeter = 224, color = RED
3722: Rectangle, x_up_left = 47, y_up_left = 195, x_down_right = 98, y_down_right = 134, perimeter = 224, color = LIGHT_BLUE
3723: Triangle, x1 = 104, y1 = 17, x2 = 78, y2 = 13, x3 = 188, y3 = 34, perimeter = 223.995, color = BLUE
3724: Triangle, x1 = 194, y1 = 146, x2 = 100, y2 = 176, x3 = 87, y3 = 166, perimeter = 223.926, color = YELLOW
3725: Triangle, x1 = 124, y1 = 31, x2 = 66, y2 = 52, x3 = 152, y3 = 92, perimeter = 223.651, color = ORANGE
3726: Triangle, x1 = 110, y1 = 134, x2 = 38, y2 = 81, x3 = 134, y3 = 135, perimeter = 223.57, color = VIOLET
3727: Triangle, x1 = 102, y1 = 24, x2 = 142, y2 = 31, x3 = 41, y3 = 68, perimeter = 223.385, color = YELLOW
3728: Triangle, x1 = 132, y1 = 138, x2 = 196, y2 = 48, x3 = 154, y3 = 87, perimeter = 223.293, color = LIGHT_BLUE
3729: Triangle, x1 = 56, y1 = 53, x2 = 75, y2 = 63, x3 = 57, y3 = 158, perimeter = 223.166, color = VIOLET
3730: Triangle, x1 = 71, y1 = 122, x2 = 171, y2 = 123, x3 = 100, y3 = 156, perimeter = 222.987, color = ORANGE
3731: Triangle, x1 = 188, y1 = 63, x2 = 131, y2 = 124, x3 = 144, y3 = 37, perimeter = 222.56, color = GREEN
3732: Triangle, x1 = 100, y1 = 154, x2 = 68, y2 = 57, x3 = 119, y3 = 137, perimeter = 222.511, color = ORANGE
3733: Triangle, x1 = 187, y1 = 93, x2 = 111, y2 = 23, x3 = 191, y3 = 64, perimeter = 222.494, color = VIOLET
3734: Triangle, x1 = 168, y1 = 21, x2 = 59, y2 = 37, x3 = 71, y3 = 28, perimeter = 222.42, color = GREEN
3735: Triangle, x1 = 138, y1 = 77, x2 = 49, y2 = 125, x3 = 139, y3 = 106, perimeter = 222.12, color = GREEN
3736: Rectangle, x_up_left = 40, y_up_left = 171, x_down_right = 41, y_down_right = 61, perimeter = 222, color = LIGHT_BLUE
3737: Rectangle, x_up_left = 124, y_up_left = 199, x_down_right = 170, y_down_right = 134, perimeter = 222, color = BLUE
3738: Rectangle, x_up_left = 39, y_up_left = 166, x_down_right = 149, y_down_right = 165, perimeter = 222, color = RED
3739: Rectangle, x_up_left = 57, y_up_left = 70, x_down_right = 144, y_down_right = 46, perimeter = 222, color = BLUE
3740: Rectangle, x_up_left = 9, y_up_left = 129, x_down_right = 18, y_down_right = 27, perimeter = 222, color = GREEN
3741: Rectangle, x_up_left = 147, y_up_left = 88, x_down_right = 183, y_down_right = 13, perimeter = 222, color = ORANGE
3742: Rectangle, x_up_left = 45, y_up_left = 145, x_down_right = 133, y_down_right = 122, perimeter = 222, color = BLUE
3743: Rectangle, x_up_left = 6, y_up_left = 142, x_down_right = 18, y_down_right = 43, perimeter = 222, color = RED
3744: Rectangle, x_up_left = 95, y_up_left = 111, x_down_right = 120, y_down_right = 25, perimeter = 222, color = VIOLET
3745: Triangle, x1 = 138, y1 = 84, x2 = 124, y2 = 173, x3 = 88, y3 = 104, perimeter = 221.773, color = VIOLET
3746: Triangle, x1 = 92, y1 = 65, x2 = 128, y2 = 150, x3 = 62, y3 = 103, perimeter = 221.749, color = LIGHT_BLUE
3747: Triangle, x1 = 50, y1 = 101, x2 = 74, y2 = 34, x3 = 83, y3 = 136, perimeter = 221.669, color = GREEN
3748: Triangle, x1 = 19, y1 = 168, x2 = 97, y2 = 96, x3 = 99, y3 = 116, perimeter = 221.665, color = YELLOW
3749: Triangle, x1 = 115, y1 = 187, x2 = 84, y2 = 93, x3 = 69, y3 = 161, perimeter = 221.454, color = BLUE
3750: Triangle, x1 = 165, y1 = 89, x2 = 158, y2 = 176, x3 = 114, y3 = 111, perimeter = 221.316, color = BLUE
3751: Triangle, x1 = 29, y1 = 97, x2 = 87, y2 = 187, x3 = 28, y3 = 127, perimeter = 221.235, color = VIOLET
3752: Triangle, x1 = 105, y1 = 91, x2 = 57, y2 = 72, x3 = 42, y3 = 152, perimeter = 220.71, color = YELLOW
3753: Triangle, x1 = 133, y1 = 111, x2 = 157, y2 = 24, x3 = 187, y3 = 90, perimeter = 220.688, color = VIOLET
3754: Triangle, x1 = 149, y1 = 10, x2 = 78, y2 = 43, x3 = 154, y3 = 71, perimeter = 220.493, color = RED
3755: Triangle, x1 = 52, y1 = 166, x2 = 134, y2 = 167, x3 = 92, y3 = 111, perimeter = 220.013, color = ORANGE
3756: Rectangle, x_up_left = 32, y_up_left = 82, x_down_right = 93, y_down_right = 33, perimeter = 220, color = BLUE
3757: Rectangle, x_up_left = 129, y_up_left = 148, x_down_right = 199, y_down_right = 108, perimeter = 220, color = YELLOW
3758: Rectangle, x_up_left = 79, y_up_left = 58, x_down_right = 179, y_down_right = 48, perimeter = 220, color = ORANGE
3759: Rectangle, x_up_left = 78, y_up_left = 156, x_down_right = 107, y_down_right = 75, perimeter = 220, color = LIGHT_BLUE
3760: Rectangle, x_up_left = 55, y_up_left = 85, x_down_right = 143, y_down_right = 63, perimeter = 220, color = RED
3761: Rectangle, x_up_left = 88, y_up_left = 89, x_down_right = 175, y_down_right = 66, perimeter = 220, color = YELLOW
3762: Rectangle, x_up_left = 55, y_up_left = 107, x_down_right = 162, y_down_right = 104, perimeter = 220, color = YELLOW
3763: Rectangle, x_up_left = 118, y_up_left = 174, x_down_right = 166, y_down_right = 112, perimeter = 220, color = LIGHT_BLUE
3764: Rectangle, x_up_left = 64, y_up_left = 183, x_down_right = 119, y_down_right = 128, perimeter = 220, color = LIGHT_BLUE
3765: Triangle, x1 = 106, y1 = 25, x2 = 8, y2 = 9, x3 = 113, y3 = 11, perimeter = 219.969, color = LIGHT_BLUE
3766: Triangle, x1 = 54, y1 = 20, x2 = 24, y2 = 72, x3 = 111, y3 = 65, perimeter = 219.937, color = RED
3767: Circle, x = 76, y = 93, radius = 35, perimeter = 219.8, color = YELLOW
3768: Circle, x = 21, y = 91, radius = 35, perimeter = 219.8, color = BLUE
3769: Circle, x = 177, y = 37, radius = 35, perimeter = 219.8, color = GREEN
3770: Circle, x = 107, y = 84, radius = 35, perimeter = 219.8, color = LIGHT_BLUE
3771: Circle, x = 96, y = 54, radius = 35, perimeter = 219.8, color = RED
3772: Circle, x = 47, y = 80, radius = 35, perimeter = 219.8, color = GREEN
3773: Triangle, x1 = 185, y1 = 182, x2 = 108, y2 = 167, x3 = 131, y3 = 116, perimeter = 219.67, color = YELLOW
3774: Triangle, x1 = 70, y1 = 163, x2 = 53, y2 = 80, x3 = 94, y3 = 73, perimeter = 219.461, color = GREEN
3775: Triangle, x1 = 138, y1 = 130, x2 = 95, y2 = 183, x3 = 179, y3 = 116, perimeter = 219.022, color = GREEN
3776: Triangle, x1 = 44, y1 = 156, x2 = 122, y2 = 140, x3 = 24, y3 = 122, perimeter = 218.71, color = LIGHT_BLUE
3777: Triangle, x1 = 124, y1 = 18, x2 = 128, y2 = 11, x3 = 89, y3 = 113, perimeter = 218.506, color = YELLOW
3778: Triangle, x1 = 129, y1 = 100, x2 = 118, y2 = 199, x3 = 156, y3 = 149, perimeter = 218.357, color = YELLOW
3779: Triangle, x1 = 92, y1 = 53, x2 = 78, y2 = 36, x3 = 7, y3 = 103, perimeter = 218.26, color = BLUE
3780: Triangle, x1 = 116, y1 = 115, x2 = 70, y2 = 27, x3 = 68, y3 = 93, perimeter = 218.129, color = RED
3781: Triangle, x1 = 99, y1 = 160, x2 = 96, y2 = 94, x3 = 157, y3 = 90, perimeter = 218.106, color = VIOLET
3782: Rectangle, x_up_left = 36, y_up_left = 173, x_down_right = 115, y_down_right = 143, perimeter = 218, color = BLUE
3783: Rectangle, x_up_left = 170, y_up_left = 169, x_down_right = 186, y_down_right = 76, perimeter = 218, color = ORANGE
3784: Rectangle, x_up_left = 45, y_up_left = 113, x_down_right = 100, y_down_right = 59, perimeter = 218, color = RED
3785: Rectangle, x_up_left = 146, y_up_left = 150, x_down_right = 186, y_down_right = 81, perimeter = 218, color = GREEN
3786: Rectangle, x_up_left = 68, y_up_left = 95, x_down_right = 103, y_down_right = 21, perimeter = 218, color = LIGHT_BLUE
3787: Rectangle, x_up_left = 146, y_up_left = 178, x_down_right = 169, y_down_right = 92, perimeter = 218, color = GREEN
3788: Rectangle, x_up_left = 25, y_up_left = 76, x_down_right = 120, y_down_right = 62, perimeter = 218, color = BLUE
3789: Rectangle, x_up_left = 88, y_up_left = 94, x_down_right = 115, y_down_right = 12, perimeter = 218, color = LIGHT_BLUE
3790: Rectangle, x_up_left = 34, y_up_left = 64, x_down_right = 110, y_down_right = 31, perimeter = 218, color = RED
3791: Rectangle, x_up_left = 58, y_up_left = 86, x_down_right = 89, y_down_right = 8, perimeter = 218, color = ORANGE
3792: Triangle, x1 = 186, y1 = 130, x2 = 121, y2 = 120, x3 = 82, y3 = 100, perimeter = 217.834, color = BLUE
3793: Triangle, x1 = 132, y1 = 86, x2 = 184, y2 = 79, x3 = 185, y3 = 8, perimeter = 217.779, color = RED
3794: Triangle, x1 = 115, y1 = 39, x2 = 73, y2 = 51, x3 = 30, y3 = 103, perimeter = 217.557, color = VIOLET
3795: Triangle, x1 = 141, y1 = 184, x2 = 188, y2 = 86, x3 = 153, y3 = 155, perimeter = 217.442, color = RED
3796: Triangle, x1 = 35, y1 = 23, x2 = 9, y2 = 37, x3 = 108, y3 = 66, perimeter = 217.413, color = BLUE
3797: Triangle, x1 = 94, y1 = 135, x2 = 164, y2 = 200, x3 = 102, y3 = 118, perimeter = 217.114, color = ORANGE
3798: Triangle, x1 = 42, y1 = 123, x2 = 106, y2 = 139, x3 = 120, y3 = 187, perimeter = 216.866, color = BLUE
3799: Triangle, x1 = 122, y1 = 83, x2 = 62, y2 = 52, x3 = 19, y3 = 61, perimeter = 216.79, color = VIOLET
3800: Triangle, x1 = 66, y1 = 159, x2 = 4, y2 = 75, x3 = 9, y3 = 115, perimeter = 216.721, color = RED
3801: Triangle, x1 = 174, y1 = 42, x2 = 185, y2 = 144, x3 = 158, y3 = 114, perimeter = 216.709, color = ORANGE
3802: Triangle, x1 = 28, y1 = 104, x2 = 3, y2 = 93, x3 = 51, y3 = 12, perimeter = 216.299, color = LIGHT_BLUE
3803: Triangle, x1 = 46, y1 = 6, x2 = 69, y2 = 82, x3 = 7, y3 = 68, perimeter = 216.211, color = BLUE
3804: Rectangle, x_up_left = 99, y_up_left = 142, x_down_right = 134, y_down_right = 69, perimeter = 216, color = BLUE
3805: Rectangle, x_up_left = 72, y_up_left = 137, x_down_right = 101, y_down_right = 58, perimeter = 216, color = RED
3806: Rectangle, x_up_left = 177, y_up_left = 173, x_down_right = 191, y_down_right = 79, perimeter = 216, color = VIOLET
3807: Rectangle, x_up_left = 80, y_up_left = 150, x_down_right = 123, y_down_right = 85, perimeter = 216, color = RED
3808: Rectangle, x_up_left = 74, y_up_left = 124, x_down_right = 174, y_down_right = 116, perimeter = 216, color = ORANGE
3809: Rectangle, x_up_left = 16, y_up_left = 73, x_down_right = 82, y_down_right = 31, perimeter = 216, color = VIOLET
3810: Rectangle, x_up_left = 121, y_up_left = 115, x_down_right = 195, y_down_right = 81, perimeter = 216, color = LIGHT_BLUE
3811: Rectangle, x_up_left = 71, y_up_left = 80, x_down_right = 126, y_down_right = 27, perimeter = 216, color = GREEN
3812: Rectangle, x_up_left = 114, y_up_left = 184, x_down_right = 136, y_down_right = 98, perimeter = 216, color = LIGHT_BLUE
3813: Triangle, x1 = 155, y1 = 192, x2 = 89, y2 = 156, x3 = 185, y3 = 159, perimeter = 215.825, color = GREEN
3814: Triangle, x1 = 149, y1 = 173, x2 = 46, y2 = 150, x3 = 104, y3 = 179, perimeter = 215.781, color = GREEN
3815: Triangle, x1 = 153, y1 = 177, x2 = 174, y2 = 81, x3 = 194, y3 = 138, perimeter = 215.263, color = ORANGE
3816: Triangle, x1 = 197, y1 = 115, x2 = 144, y2 = 63, x3 = 125, y3 = 128, perimeter = 215.134, color = ORANGE
3817: Triangle, x1 = 148, y1 = 189, x2 = 131, y2 = 118, x3 = 162, y3 = 90, perimeter = 214.765, color = YELLOW
3818: Triangle, x1 = 48, y1 = 186, x2 = 85, y2 = 104, x3 = 74, y3 = 199, perimeter = 214.665, color = LIGHT_BLUE
3819: Triangle, x1 = 56, y1 = 89, x2 = 147, y2 = 113, x3 = 137, y3 = 76, perimeter = 214.476, color = RED
3820: Rectangle, x_up_left = 82, y_up_left = 52, x_down_right = 183, y_down_right = 46, perimeter = 214, color = GREEN
3821: Rectangle, x_up_left = 6, y_up_left = 145, x_down_right = 102, y_down_right = 134, perimeter = 214, color = RED
3822: Rectangle, x_up_left = 125, y_up_left = 89, x_down_right = 183, y_down_right = 40, perimeter = 214, color = BLUE
3823: Rectangle, x_up_left = 106, y_up_left = 81, x_down_right = 194, y_down_right = 62, perimeter = 214, color = BLUE
3824: Rectangle, x_up_left = 108, y_up_left = 106, x_down_right = 156, y_down_right = 47, perimeter = 214, color = ORANGE
3825: Rectangle, x_up_left = 39, y_up_left = 59, x_down_right = 94, y_down_right = 7, perimeter = 214, color = ORANGE
3826: Rectangle, x_up_left = 128, y_up_left = 186, x_down_right = 171, y_down_right = 122, perimeter = 214, color = BLUE
3827: Rectangle, x_up_left = 107, y_up_left = 180, x_down_right = 132, y_down_right = 98, perimeter = 214, color = GREEN
3828: Rectangle, x_up_left = 116, y_up_left = 181, x_down_right = 173, y_down_right = 131, perimeter = 214, color = YELLOW
3829: Rectangle, x_up_left = 97, y_up_left = 108, x_down_right = 155, y_down_right = 59, perimeter = 214, color = LIGHT_BLUE
3830: Triangle, x1 = 196, y1 = 179, x2 = 106, y2 = 156, x3 = 108, y3 = 134, perimeter = 213.821, color = VIOLET
3831: Circle, x = 130, y = 170, radius = 34, perimeter = 213.52, color = GREEN
3832: Circle, x = 80, y = 99, radius = 34, perimeter = 213.52, color = YELLOW
3833: Circle, x = 145, y = 182, radius = 34, perimeter = 213.52, color = VIOLET
3834: Circle, x = 18, y = 143, radius = 34, perimeter = 213.52, color = LIGHT_BLUE
3835: Circle, x = 147, y = 183, radius = 34, perimeter = 213.52, color = BLUE
3836: Circle, x = 168, y = 132, radius = 34, perimeter = 213.52, color = LIGHT_BLUE
3837: Circle, x = 83, y = 45, radius = 34, perimeter = 213.52, color = LIGHT_BLUE
3838: Circle, x = 169, y = 12, radius = 34, perimeter = 213.52, color = ORANGE
3839: Triangle, x1 = 114, y1 = 32, x2 = 56, y2 = 104, x3 = 84, y3 = 117, perimeter = 213.465, color = RED
3840: Triangle, x1 = 83, y1 = 94, x2 = 9, y2 = 120, x3 = 112, y3 = 95, perimeter = 213.442, color = ORANGE
3841: Triangle, x1 = 102, y1 = 149, x2 = 83, y2 = 62, x3 = 115, y3 = 58, perimeter = 213.223, color = RED
3842: Triangle, x1 = 92, y1 = 51, x2 = 156, y2 = 55, x3 = 178, y3 = 100, perimeter = 213.195, color = VIOLET
3843: Triangle, x1 = 91, y1 = 54, x2 = 146, y2 = 38, x3 = 72, y3 = 106, perimeter = 213.141, color = LIGHT_BLUE
3844: Triangle, x1 = 121, y1 = 99, x2 = 167, y2 = 51, x3 = 75, y3 = 89, perimeter = 213.096, color = BLUE
3845: Triangle, x1 = 167, y1 = 39, x2 = 120, y2 = 66, x3 = 87, y3 = 3, perimeter = 213.05, color = VIOLET
3846: Rectangle, x_up_left = 84, y_up_left = 141, x_down_right = 124, y_down_right = 75, perimeter = 212, color = GREEN
3847: Rectangle, x_up_left = 126, y_up_left = 97, x_down_right = 188, y_down_right = 53, perimeter = 212, color = YELLOW
3848: Rectangle, x_up_left = 19, y_up_left = 188, x_down_right = 23, y_down_right = 86, perimeter = 212, color = VIOLET
3849: Rectangle, x_up_left = 39, y_up_left = 160, x_down_right = 78, y_down_right = 93, perimeter = 212, color = GREEN
3850: Rectangle, x_up_left = 38, y_up_left = 111, x_down_right = 98, y_down_right = 65, perimeter = 212, color = YELLOW
3851: Rectangle, x_up_left = 109, y_up_left = 54, x_down_right = 167, y_down_right = 6, perimeter = 212, color = LIGHT_BLUE
3852: Triangle, x1 = 172, y1 = 134, x2 = 125, y2 = 56, x3 = 150, y3 = 44, perimeter = 211.447, color = ORANGE
3853: Triangle, x1 = 94, y1 = 13, x2 = 13, y2 = 78, x3 = 71, y3 = 17, perimeter = 211.373, color = GREEN
3854: Triangle, x1 = 164, y1 = 102, x2 = 152, y2 = 171, x3 = 99, y3 = 160, perimeter = 211.28, color = GREEN
3855: Triangle, x1 = 99, y1 = 127, x2 = 104, y2 = 161, x3 = 186, y3 = 125, perimeter = 210.943, color = LIGHT_BLUE
3856: Rectangle, x_up_left = 103, y_up_left = 121, x_down_right = 173, y_down_right = 86, perimeter = 210, color = LIGHT_BLUE
3857: Rectangle, x_up_left = 27, y_up_left = 178, x_down_right = 105, y_down_right = 151, perimeter = 210, color = RED
3858: Rectangle, x_up_left = 23, y_up_left = 96, x_down_right = 45, y_down_right = 13, perimeter = 210, color = LIGHT_BLUE
3859: Rectangle, x_up_left = 109, y_up_left = 170, x_down_right = 114, y_down_right = 70, perimeter = 210, color = YELLOW
3860: Rectangle, x_up_left = 145, y_up_left = 146, x_down_right = 183, y_down_right = 79, perimeter = 210, color = VIOLET
3861: Rectangle, x_up_left = 144, y_up_left = 109, x_down_right = 149, y_down_right = 9, perimeter = 210, color = YELLOW
3862: Rectangle, x_up_left = 82, y_up_left = 77, x_down_right = 166, y_down_right = 56, perimeter = 210, color = BLUE
3863: Rectangle, x_up_left = 88, y_up_left = 152, x_down_right = 176, y_down_right = 135, perimeter = 210, color = VIOLET
3864: Rectangle, x_up_left = 9, y_up_left = 62, x_down_right = 88, y_down_right = 36, perimeter = 210, color = LIGHT_BLUE
3865: Rectangle, x_up_left = 102, y_up_left = 163, x_down_right = 120, y_down_right = 76, perimeter = 210, color = BLUE
3866: Rectangle, x_up_left = 78, y_up_left = 166, x_down_right = 152, y_down_right = 135, perimeter = 210, color = BLUE
3867: Triangle, x1 = 89, y1 = 88, x2 = 183, y2 = 111, x3 = 155, y3 = 131, perimeter = 209.954, color = YELLOW
3868: Triangle, x1 = 198, y1 = 24, x2 = 100, y2 = 34, x3 = 141, y3 = 4, perimeter = 209.719, color = LIGHT_BLUE
3869: Triangle, x1 = 36, y1 = 70, x2 = 126, y2 = 85, x3 = 37, y3 = 48, perimeter = 209.649, color = YELLOW
3870: Triangle, x1 = 105, y1 = 139, x2 = 114, y2 = 78, x3 = 95, y3 = 181, perimeter = 209.572, color = GREEN
3871: Triangle, x1 = 118, y1 = 85, x2 = 153, y2 = 176, x3 = 155, y3 = 183, perimeter = 209.531, color = VIOLET
3872: Triangle, x1 = 71, y1 = 86, x2 = 70, y2 = 52, x3 = 36, y3 = 149, perimeter = 208.87, color = LIGHT_BLUE
3873: Triangle, x1 = 42, y1 = 107, x2 = 140, y2 = 125, x3 = 81, y3 = 93, perimeter = 208.195, color = ORANGE
3874: Triangle, x1 = 176, y1 = 137, x2 = 116, y2 = 161, x3 = 181, y3 = 90, perimeter = 208.147, color = LIGHT_BLUE
3875: Triangle, x1 = 125, y1 = 134, x2 = 50, y2 = 90, x3 = 52, y3 = 138, perimeter = 208.105, color = YELLOW
3876: Rectangle, x_up_left = 112, y_up_left = 130, x_down_right = 178, y_down_right = 92, perimeter = 208, color = GREEN
3877: Rectangle, x_up_left = 35, y_up_left = 128, x_down_right = 49, y_down_right = 38, perimeter = 208, color = VIOLET
3878: Rectangle, x_up_left = 123, y_up_left = 96, x_down_right = 189, y_down_right = 58, perimeter = 208, color = GREEN
3879: Rectangle, x_up_left = 38, y_up_left = 146, x_down_right = 123, y_down_right = 127, perimeter = 208, color = GREEN
3880: Rectangle, x_up_left = 74, y_up_left = 16, x_down_right = 164, y_down_right = 2, perimeter = 208, color = BLUE
3881: Rectangle, x_up_left = 60, y_up_left = 122, x_down_right = 152, y_down_right = 110, perimeter = 208, color = ORANGE
3882: Rectangle, x_up_left = 104, y_up_left = 92, x_down_right = 174, y_down_right = 58, perimeter = 208, color = GREEN
3883: Rectangle, x_up_left = 13, y_up_left = 60, x_down_right = 86, y_down_right = 29, perimeter = 208, color = RED
3884: Rectangle, x_up_left = 61, y_up_left = 83, x_down_right = 122, y_down_right = 40, perimeter = 208, color = ORANGE
3885: Rectangle, x_up_left = 90, y_up_left = 43, x_down_right = 182, y_down_right = 31, perimeter = 208, color = GREEN
3886: Rectangle, x_up_left = 147, y_up_left = 143, x_down_right = 181, y_down_right = 73, perimeter = 208, color = ORANGE
3887: Rectangle, x_up_left = 162, y_up_left = 112, x_down_right = 185, y_down_right = 31, perimeter = 208, color = GREEN
3888: Triangle, x1 = 107, y1 = 158, x2 = 10, y2 = 132, x3 = 57, y3 = 164, perimeter = 207.642, color = RED
3889: Circle, x = 171, y = 144, radius = 33, perimeter = 207.24, color = LIGHT_BLUE
3890: Circle, x = 136, y = 65, radius = 33, perimeter = 207.24, color = BLUE
3891: Circle, x = 170, y = 153, radius = 33, perimeter = 207.24, color = YELLOW
3892: Circle, x = 99, y = 50, radius = 33, perimeter = 207.24, color = GREEN
3893: Circle, x = 198, y = 197, radius = 33, perimeter = 207.24, color = ORANGE
3894: Circle, x = 133, y = 181, radius = 33, perimeter = 207.24, color = LIGHT_BLUE
3895: Circle, x = 40, y = 196, radius = 33, perimeter = 207.24, color = LIGHT_BLUE
3896: Triangle, x1 = 12, y1 = 7, x2 = 2, y2 = 15, x3 = 104, y3 = 13, perimeter = 207.021, color = BLUE
3897: Triangle, x1 = 85, y1 = 164, x2 = 141, y2 = 87, x3 = 96, y3 = 100, perimeter = 206.989, color = LIGHT_BLUE
3898: Triangle, x1 = 72, y1 = 120, x2 = 118, y2 = 136, x3 = 19, y3 = 106, perimeter = 206.967, color = BLUE
3899: Triangle, x1 = 83, y1 = 81, x2 = 141, y2 = 160, x3 = 129, y3 = 104, perimeter = 206.706, color = YELLOW
3900: Triangle, x1 = 67, y1 = 111, x2 = 15, y2 = 99, x3 = 92, y3 = 53, perimeter = 206.219, color = ORANGE
3901: Triangle, x1 = 86, y1 = 108, x2 = 46, y2 = 135, x3 = 127, y3 = 166, perimeter = 206.017, color = RED
