Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
9128: Triangle, x1 = 39, y1 = 81, x2 = 16, y2 = 76, x3 = 76, y3 = 74, perimeter = 121.227, color = ORANGE
9129: Triangle, x1 = 141, y1 = 66, x2 = 146, y2 = 85, x3 = 96, y3 = 90, perimeter = 120.896, color = YELLOW
9130: Rectangle, x_up_left = 93, y_up_left = 77, x_down_right = 104, y_down_right = 28, perimeter = 120, color = RED
9131: Rectangle, x_up_left = 21, y_up_left = 167, x_down_right = 52, y_down_right = 138, perimeter = 120, color = RED
9132: Rectangle, x_up_left = 140, y_up_left = 177, x_down_right = 195, y_down_right = 172, perimeter = 120, color = VIOLET
9133: Rectangle, x_up_left = 15, y_up_left = 73, x_down_right = 50, y_down_right = 48, perimeter = 120, color = GREEN
9134: Rectangle, x_up_left = 80, y_up_left = 66, x_down_right = 84, y_down_right = 10, perimeter = 120, color = LIGHT_BLUE
9135: Rectangle, x_up_left = 76, y_up_left = 168, x_down_right = 105, y_down_right = 137, perimeter = 120, color = ORANGE
9136: Rectangle, x_up_left = 93, y_up_left = 178, x_down_right = 94, y_down_right = 119, perimeter = 120, color = GREEN
9137: Rectangle, x_up_left = 92, y_up_left = 103, x_down_right = 122, y_down_right = 73, perimeter = 120, color = VIOLET
9138: Rectangle, x_up_left = 3, y_up_left = 189, x_down_right = 10, y_down_right = 136, perimeter = 120, color = RED
9139: Rectangle, x_up_left = 75, y_up_left = 100, x_down_right = 92, y_down_right = 57, perimeter = 120, color = BLUE
9140: Rectangle, x_up_left = 167, y_up_left = 100, x_down_right = 177, y_down_right = 50, perimeter = 120, color = RED
9141: Rectangle, x_up_left = 82, y_up_left = 196, x_down_right = 100, y_down_right = 154, perimeter = 120, color = BLUE
9142: Rectangle, x_up_left = 17, y_up_left = 124, x_down_right = 68, y_down_right = 115, perimeter = 120, color = VIOLET
9143: Rectangle, x_up_left = 77, y_up_left = 106, x_down_right = 103, y_down_right = 72, perimeter = 120, color = ORANGE
9144: Rectangle, x_up_left = 58, y_up_left = 185, x_down_right = 93, y_down_right = 160, perimeter = 120, color = RED
9145: Rectangle, x_up_left = 128, y_up_left = 32, x_down_right = 174, y_down_right = 18, perimeter = 120, color = ORANGE
9146: Rectangle, x_up_left = 18, y_up_left = 138, x_down_right = 65, y_down_right = 125, perimeter = 120, color = GREEN
9147: Triangle, x1 = 41, y1 = 165, x2 = 59, y2 = 189, x3 = 50, y3 = 133, perimeter = 119.96, color = BLUE
9148: Triangle, x1 = 41, y1 = 63, x2 = 34, y2 = 88, x3 = 31, y3 = 122, perimeter = 119.935, color = YELLOW
9149: Circle, x = 6, y = 24, radius = 19, perimeter = 119.32, color = LIGHT_BLUE
9150: Circle, x = 111, y = 22, radius = 19, perimeter = 119.32, color = LIGHT_BLUE
9151: Circle, x = 10, y = 48, radius = 19, perimeter = 119.32, color = YELLOW
9152: Circle, x = 59, y = 19, radius = 19, perimeter = 119.32, color = LIGHT_BLUE
9153: Circle, x = 43, y = 145, radius = 19, perimeter = 119.32, color = RED
9154: Circle, x = 101, y = 162, radius = 19, perimeter = 119.32, color = ORANGE
9155: Circle, x = 107, y = 3, radius = 19, perimeter = 119.32, color = GREEN
9156: Circle, x = 136, y = 159, radius = 19, perimeter = 119.32, color = LIGHT_BLUE
9157: Circle, x = 61, y = 186, radius = 19, perimeter = 119.32, color = LIGHT_BLUE
9158: Circle, x = 10, y = 105, radius = 19, perimeter = 119.32, color = GREEN
9159: Circle, x = 115, y = 168, radius = 19, perimeter = 119.32, color = BLUE
9160: Circle, x = 111, y = 153, radius = 19, perimeter = 119.32, color = BLUE
9161: Circle, x = 52, y = 23, radius = 19, perimeter = 119.32, color = VIOLET
9162: Circle, x = 27, y = 169, radius = 19, perimeter = 119.32, color = GREEN
9163: Circle, x = 59, y = 62, radius = 19, perimeter = 119.32, color = VIOLET
9164: Circle, x = 38, y = 154, radius = 19, perimeter = 119.32, color = YELLOW
9165: Circle, x = 21, y = 86, radius = 19, perimeter = 119.32, color = RED
9166: Circle, x = 44, y = 61, radius = 19, perimeter = 119.32, color = YELLOW
9167: Triangle, x1 = 64, y1 = 115, x2 = 53, y2 = 131, x3 = 59, y3 = 74, perimeter = 118.035, color = GREEN
9168: Triangle, x1 = 155, y1 = 175, x2 = 147, y2 = 128, x3 = 132, y3 = 125, perimeter = 118.009, color = ORANGE
9169: Rectangle, x_up_left = 145, y_up_left = 36, x_down_right = 173, y_down_right = 5, perimeter = 118, color = VIOLET
9170: Rectangle, x_up_left = 56, y_up_left = 13, x_down_right = 111, y_down_right = 9, perimeter = 118, color = GREEN
9171: Rectangle, x_up_left = 86, y_up_left = 94, x_down_right = 109, y_down_right = 58, perimeter = 118, color = GREEN
9172: Rectangle, x_up_left = 148, y_up_left = 30, x_down_right = 188, y_down_right = 11, perimeter = 118, color = GREEN
9173: Rectangle, x_up_left = 58, y_up_left = 153, x_down_right = 104, y_down_right = 140, perimeter = 118, color = BLUE
9174: Rectangle, x_up_left = 54, y_up_left = 55, x_down_right = 63, y_down_right = 5, perimeter = 118, color = RED
9175: Rectangle, x_up_left = 11, y_up_left = 179, x_down_right = 29, y_down_right = 138, perimeter = 118, color = GREEN
9176: Rectangle, x_up_left = 85, y_up_left = 154, x_down_right = 91, y_down_right = 101, perimeter = 118, color = BLUE
9177: Rectangle, x_up_left = 42, y_up_left = 36, x_down_right = 99, y_down_right = 34, perimeter = 118, color = ORANGE
9178: Rectangle, x_up_left = 96, y_up_left = 112, x_down_right = 151, y_down_right = 108, perimeter = 118, color = VIOLET
9179: Rectangle, x_up_left = 34, y_up_left = 184, x_down_right = 36, y_down_right = 127, perimeter = 118, color = GREEN
9180: Rectangle, x_up_left = 70, y_up_left = 62, x_down_right = 87, y_down_right = 20, perimeter = 118, color = RED
9181: Rectangle, x_up_left = 142, y_up_left = 147, x_down_right = 152, y_down_right = 98, perimeter = 118, color = LIGHT_BLUE
9182: Rectangle, x_up_left = 81, y_up_left = 46, x_down_right = 138, y_down_right = 44, perimeter = 118, color = BLUE
9183: Rectangle, x_up_left = 19, y_up_left = 180, x_down_right = 33, y_down_right = 135, perimeter = 118, color = GREEN
9184: Triangle, x1 = 56, y1 = 161, x2 = 43, y2 = 192, x3 = 40, y3 = 137, perimeter = 117.542, color = LIGHT_BLUE
9185: Triangle, x1 = 124, y1 = 20, x2 = 175, y2 = 49, x3 = 161, y3 = 43, perimeter = 117.466, color = LIGHT_BLUE
9186: Triangle, x1 = 65, y1 = 78, x2 = 29, y2 = 123, x3 = 46, y3 = 109, perimeter = 116.01, color = LIGHT_BLUE
9187: Rectangle, x_up_left = 145, y_up_left = 37, x_down_right = 187, y_down_right = 21, perimeter = 116, color = RED
9188: Rectangle, x_up_left = 101, y_up_left = 163, x_down_right = 117, y_down_right = 121, perimeter = 116, color = YELLOW
9189: Rectangle, x_up_left = 125, y_up_left = 97, x_down_right = 158, y_down_right = 72, perimeter = 116, color = ORANGE
9190: Rectangle, x_up_left = 13, y_up_left = 164, x_down_right = 39, y_down_right = 132, perimeter = 116, color = GREEN
9191: Rectangle, x_up_left = 29, y_up_left = 69, x_down_right = 83, y_down_right = 65, perimeter = 116, color = BLUE
9192: Rectangle, x_up_left = 12, y_up_left = 48, x_down_right = 52, y_down_right = 30, perimeter = 116, color = BLUE
9193: Rectangle, x_up_left = 110, y_up_left = 45, x_down_right = 130, y_down_right = 7, perimeter = 116, color = ORANGE
9194: Rectangle, x_up_left = 152, y_up_left = 136, x_down_right = 177, y_down_right = 103, perimeter = 116, color = YELLOW
9195: Rectangle, x_up_left = 151, y_up_left = 195, x_down_right = 176, y_down_right = 162, perimeter = 116, color = LIGHT_BLUE
9196: Rectangle, x_up_left = 96, y_up_left = 109, x_down_right = 129, y_down_right = 84, perimeter = 116, color = LIGHT_BLUE
9197: Rectangle, x_up_left = 32, y_up_left = 80, x_down_right = 88, y_down_right = 78, perimeter = 116, color = LIGHT_BLUE
9198: Rectangle, x_up_left = 152, y_up_left = 101, x_down_right = 170, y_down_right = 61, perimeter = 116, color = YELLOW
9199: Rectangle, x_up_left = 102, y_up_left = 76, x_down_right = 159, y_down_right = 75, perimeter = 116, color = LIGHT_BLUE
9200: Rectangle, x_up_left = 42, y_up_left = 179, x_down_right = 57, y_down_right = 136, perimeter = 116, color = LIGHT_BLUE
9201: Rectangle, x_up_left = 139, y_up_left = 199, x_down_right = 152, y_down_right = 154, perimeter = 116, color = YELLOW
9202: Rectangle, x_up_left = 166, y_up_left = 170, x_down_right = 172, y_down_right = 118, perimeter = 116, color = VIOLET
9203: Rectangle, x_up_left = 138, y_up_left = 34, x_down_right = 167, y_down_right = 5, perimeter = 116, color = ORANGE
9204: Triangle, x1 = 133, y1 = 121, x2 = 105, y2 = 105, x3 = 128, y3 = 152, perimeter = 115.976, color = YELLOW
9205: Triangle, x1 = 144, y1 = 162, x2 = 176, y2 = 185, x3 = 190, y3 = 197, perimeter = 115.649, color = BLUE
9206: Triangle, x1 = 33, y1 = 29, x2 = 51, y2 = 71, x3 = 16, y3 = 55, perimeter = 115.243, color = VIOLET
9207: Triangle, x1 = 109, y1 = 144, x2 = 120, y2 = 133, x3 = 114, y3 = 89, perimeter = 115.19, color = VIOLET
9208: Triangle, x1 = 91, y1 = 35, x2 = 35, y2 = 40, x3 = 62, y3 = 46, perimeter = 114.898, color = GREEN
9209: Triangle, x1 = 80, y1 = 59, x2 = 119, y2 = 84, x3 = 68, y3 = 67, perimeter = 114.506, color = BLUE
9210: Triangle, x1 = 73, y1 = 133, x2 = 57, y2 = 165, x3 = 33, y3 = 135, perimeter = 114.246, color = YELLOW
9211: Triangle, x1 = 85, y1 = 13, x2 = 85, y2 = 68, x3 = 95, y3 = 30, perimeter = 114.017, color = VIOLET
9212: Rectangle, x_up_left = 18, y_up_left = 131, x_down_right = 29, y_down_right = 85, perimeter = 114, color = ORANGE
9213: Rectangle, x_up_left = 105, y_up_left = 129, x_down_right = 160, y_down_right = 127, perimeter = 114, color = LIGHT_BLUE
9214: Rectangle, x_up_left = 50, y_up_left = 62, x_down_right = 99, y_down_right = 54, perimeter = 114, color = GREEN
9215: Rectangle, x_up_left = 77, y_up_left = 52, x_down_right = 101, y_down_right = 19, perimeter = 114, color = ORANGE
9216: Rectangle, x_up_left = 159, y_up_left = 149, x_down_right = 197, y_down_right = 130, perimeter = 114, color = RED
9217: Rectangle, x_up_left = 73, y_up_left = 70, x_down_right = 93, y_down_right = 33, perimeter = 114, color = RED
9218: Rectangle, x_up_left = 25, y_up_left = 93, x_down_right = 76, y_down_right = 87, perimeter = 114, color = LIGHT_BLUE
9219: Triangle, x1 = 117, y1 = 87, x2 = 81, y2 = 109, x3 = 65, y3 = 101, perimeter = 113.93, color = ORANGE
9220: Triangle, x1 = 14, y1 = 182, x2 = 16, y2 = 176, x3 = 53, y3 = 141, perimeter = 113.842, color = GREEN
9221: Triangle, x1 = 78, y1 = 71, x2 = 79, y2 = 58, x3 = 127, y3 = 76, perimeter = 113.557, color = BLUE
9222: Triangle, x1 = 83, y1 = 66, x2 = 101, y2 = 55, x3 = 130, y3 = 85, perimeter = 113.515, color = BLUE
9223: Circle, x = 172, y = 158, radius = 18, perimeter = 113.04, color = RED
9224: Circle, x = 79, y = 187, radius = 18, perimeter = 113.04, color = ORANGE
9225: Circle, x = 89, y = 57, radius = 18, perimeter = 113.04, color = YELLOW
9226: Circle, x = 20, y = 3, radius = 18, perimeter = 113.04, color = RED
9227: Circle, x = 73, y = 70, radius = 18, perimeter = 113.04, color = GREEN
9228: Circle, x = 103, y = 146, radius = 18, perimeter = 113.04, color = YELLOW
9229: Circle, x = 74, y = 164, radius = 18, perimeter = 113.04, color = GREEN
9230: Circle, x = 34, y = 142, radius = 18, perimeter = 113.04, color = RED
9231: Circle, x = 174, y = 89, radius = 18, perimeter = 113.04, color = ORANGE
9232: Circle, x = 76, y = 154, radius = 18, perimeter = 113.04, color = ORANGE
9233: Circle, x = 27, y = 96, radius = 18, perimeter = 113.04, color = GREEN
9234: Circle, x = 189, y = 167, radius = 18, perimeter = 113.04, color = LIGHT_BLUE
9235: Circle, x = 83, y = 129, radius = 18, perimeter = 113.04, color = YELLOW
9236: Circle, x = 133, y = 172, radius = 18, perimeter = 113.04, color = GREEN
9237: Circle, x = 159, y = 111, radius = 18, perimeter = 113.04, color = YELLOW
9238: Circle, x = 135, y = 115, radius = 18, perimeter = 113.04, color = BLUE
9239: Circle, x = 128, y = 39, radius = 18, perimeter = 113.04, color = VIOLET
9240: Circle, x = 26, y = 99, radius = 18, perimeter = 113.04, color = GREEN
9241: Circle, x = 53, y = 74, radius = 18, perimeter = 113.04, color = YELLOW
9242: Circle, x = 87, y = 187, radius = 18, perimeter = 113.04, color = LIGHT_BLUE
9243: Circle, x = 15, y = 148, radius = 18, perimeter = 113.04, color = RED
9244: Circle, x = 166, y = 63, radius = 18, perimeter = 113.04, color = GREEN
9245: Circle, x = 197, y = 86, radius = 18, perimeter = 113.04, color = LIGHT_BLUE
9246: Triangle, x1 = 39, y1 = 166, x2 = 14, y2 = 159, x3 = 62, y3 = 187, perimeter = 112.676, color = GREEN
9247: Rectangle, x_up_left = 130, y_up_left = 124, x_down_right = 147, y_down_right = 85, perimeter = 112, color = VIOLET
9248: Rectangle, x_up_left = 57, y_up_left = 34, x_down_right = 81, y_down_right = 2, perimeter = 112, color = ORANGE
9249: Rectangle, x_up_left = 141, y_up_left = 56, x_down_right = 179, y_down_right = 38, perimeter = 112, color = LIGHT_BLUE
9250: Rectangle, x_up_left = 58, y_up_left = 116, x_down_right = 71, y_down_right = 73, perimeter = 112, color = ORANGE
9251: Rectangle, x_up_left = 5, y_up_left = 168, x_down_right = 42, y_down_right = 149, perimeter = 112, color = BLUE
9252: Rectangle, x_up_left = 157, y_up_left = 124, x_down_right = 197, y_down_right = 108, perimeter = 112, color = ORANGE
9253: Rectangle, x_up_left = 56, y_up_left = 104, x_down_right = 84, y_down_right = 76, perimeter = 112, color = GREEN
9254: Rectangle, x_up_left = 12, y_up_left = 31, x_down_right = 65, y_down_right = 28, perimeter = 112, color = BLUE
9255: Rectangle, x_up_left = 152, y_up_left = 184, x_down_right = 199, y_down_right = 175, perimeter = 112, color = ORANGE
9256: Rectangle, x_up_left = 93, y_up_left = 190, x_down_right = 99, y_down_right = 140, perimeter = 112, color = GREEN
9257: Rectangle, x_up_left = 56, y_up_left = 175, x_down_right = 86, y_down_right = 149, perimeter = 112, color = LIGHT_BLUE
9258: Rectangle, x_up_left = 41, y_up_left = 100, x_down_right = 96, y_down_right = 99, perimeter = 112, color = BLUE
9259: Rectangle, x_up_left = 138, y_up_left = 188, x_down_right = 188, y_down_right = 182, perimeter = 112, color = BLUE
9260: Triangle, x1 = 80, y1 = 28, x2 = 101, y2 = 43, x3 = 97, y3 = 77, perimeter = 111.907, color = RED
9261: Triangle, x1 = 64, y1 = 81, x2 = 100, y2 = 112, x3 = 56, y3 = 78, perimeter = 111.658, color = LIGHT_BLUE
9262: Triangle, x1 = 46, y1 = 54, x2 = 37, y2 = 16, x3 = 55, y3 = 4, perimeter = 111.488, color = ORANGE
9263: Triangle, x1 = 77, y1 = 61, x2 = 49, y2 = 22, x3 = 73, y3 = 22, perimeter = 111.215, color = RED
9264: Triangle, x1 = 113, y1 = 89, x2 = 138, y2 = 123, x3 = 120, y3 = 135, perimeter = 110.365, color = LIGHT_BLUE
9265: Triangle, x1 = 72, y1 = 57, x2 = 64, y2 = 3, x3 = 70, y3 = 13, perimeter = 110.297, color = YELLOW
9266: Rectangle, x_up_left = 64, y_up_left = 122, x_down_right = 100, y_down_right = 103, perimeter = 110, color = RED
9267: Rectangle, x_up_left = 117, y_up_left = 36, x_down_right = 142, y_down_right = 6, perimeter = 110, color = YELLOW
9268: Rectangle, x_up_left = 90, y_up_left = 28, x_down_right = 132, y_down_right = 15, perimeter = 110, color = LIGHT_BLUE
9269: Rectangle, x_up_left = 27, y_up_left = 63, x_down_right = 47, y_down_right = 28, perimeter = 110, color = YELLOW
9270: Rectangle, x_up_left = 14, y_up_left = 193, x_down_right = 41, y_down_right = 165, perimeter = 110, color = RED
9271: Rectangle, x_up_left = 125, y_up_left = 30, x_down_right = 164, y_down_right = 14, perimeter = 110, color = VIOLET
9272: Rectangle, x_up_left = 72, y_up_left = 53, x_down_right = 90, y_down_right = 16, perimeter = 110, color = GREEN
9273: Rectangle, x_up_left = 130, y_up_left = 24, x_down_right = 167, y_down_right = 6, perimeter = 110, color = RED
9274: Rectangle, x_up_left = 94, y_up_left = 88, x_down_right = 120, y_down_right = 59, perimeter = 110, color = LIGHT_BLUE
9275: Rectangle, x_up_left = 84, y_up_left = 86, x_down_right = 100, y_down_right = 47, perimeter = 110, color = VIOLET
9276: Rectangle, x_up_left = 20, y_up_left = 41, x_down_right = 52, y_down_right = 18, perimeter = 110, color = BLUE
9277: Rectangle, x_up_left = 90, y_up_left = 118, x_down_right = 143, y_down_right = 116, perimeter = 110, color = LIGHT_BLUE
9278: Rectangle, x_up_left = 141, y_up_left = 50, x_down_right = 167, y_down_right = 21, perimeter = 110, color = RED
9279: Rectangle, x_up_left = 167, y_up_left = 121, x_down_right = 170, y_down_right = 69, perimeter = 110, color = ORANGE
9280: Rectangle, x_up_left = 52, y_up_left = 145, x_down_right = 92, y_down_right = 130, perimeter = 110, color = LIGHT_BLUE
9281: Rectangle, x_up_left = 107, y_up_left = 146, x_down_right = 118, y_down_right = 102, perimeter = 110, color = GREEN
9282: Triangle, x1 = 24, y1 = 142, x2 = 45, y2 = 128, x3 = 27, y3 = 95, perimeter = 109.924, color = LIGHT_BLUE
9283: Triangle, x1 = 188, y1 = 126, x2 = 149, y2 = 127, x3 = 177, y3 = 98, perimeter = 109.407, color = GREEN
9284: Triangle, x1 = 4, y1 = 24, x2 = 51, y2 = 40, x3 = 42, y3 = 50, perimeter = 109.146, color = ORANGE
9285: Triangle, x1 = 97, y1 = 193, x2 = 74, y2 = 145, x3 = 75, y3 = 166, perimeter = 109.078, color = ORANGE
9286: Triangle, x1 = 107, y1 = 27, x2 = 94, y2 = 66, x3 = 74, y3 = 60, perimeter = 108.659, color = GREEN
9287: Triangle, x1 = 188, y1 = 160, x2 = 141, y2 = 176, x3 = 138, y3 = 180, perimeter = 108.5, color = LIGHT_BLUE
9288: Rectangle, x_up_left = 50, y_up_left = 55, x_down_right = 89, y_down_right = 40, perimeter = 108, color = YELLOW
9289: Rectangle, x_up_left = 61, y_up_left = 163, x_down_right = 62, y_down_right = 110, perimeter = 108, color = RED
9290: Rectangle, x_up_left = 116, y_up_left = 51, x_down_right = 166, y_down_right = 47, perimeter = 108, color = GREEN
9291: Rectangle, x_up_left = 69, y_up_left = 76, x_down_right = 111, y_down_right = 64, perimeter = 108, color = BLUE
9292: Rectangle, x_up_left = 23, y_up_left = 177, x_down_right = 24, y_down_right = 124, perimeter = 108, color = BLUE
9293: Rectangle, x_up_left = 74, y_up_left = 96, x_down_right = 85, y_down_right = 53, perimeter = 108, color = VIOLET
9294: Rectangle, x_up_left = 24, y_up_left = 173, x_down_right = 68, y_down_right = 163, perimeter = 108, color = VIOLET
9295: Rectangle, x_up_left = 2, y_up_left = 52, x_down_right = 22, y_down_right = 18, perimeter = 108, color = VIOLET
9296: Rectangle, x_up_left = 23, y_up_left = 174, x_down_right = 74, y_down_right = 171, perimeter = 108, color = RED
9297: Rectangle, x_up_left = 1, y_up_left = 124, x_down_right = 22, y_down_right = 91, perimeter = 108, color = RED
9298: Rectangle, x_up_left = 115, y_up_left = 117, x_down_right = 125, y_down_right = 73, perimeter = 108, color = YELLOW
9299: Rectangle, x_up_left = 46, y_up_left = 109, x_down_right = 64, y_down_right = 73, perimeter = 108, color = VIOLET
9300: Rectangle, x_up_left = 157, y_up_left = 113, x_down_right = 184, y_down_right = 86, perimeter = 108, color = RED
9301: Triangle, x1 = 120, y1 = 51, x2 = 98, y2 = 58, x3 = 78, y3 = 83, perimeter = 107.904, color = GREEN
9302: Circle, x = 170, y = 192, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9303: Circle, x = 65, y = 112, radius = 17, perimeter = 106.76, color = YELLOW
9304: Circle, x = 108, y = 197, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9305: Circle, x = 163, y = 12, radius = 17, perimeter = 106.76, color = GREEN
9306: Circle, x = 29, y = 62, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9307: Circle, x = 66, y = 172, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9308: Circle, x = 68, y = 167, radius = 17, perimeter = 106.76, color = ORANGE
9309: Circle, x = 83, y = 137, radius = 17, perimeter = 106.76, color = YELLOW
9310: Circle, x = 97, y = 49, radius = 17, perimeter = 106.76, color = ORANGE
9311: Circle, x = 33, y = 158, radius = 17, perimeter = 106.76, color = BLUE
9312: Circle, x = 63, y = 30, radius = 17, perimeter = 106.76, color = RED
9313: Circle, x = 98, y = 183, radius = 17, perimeter = 106.76, color = VIOLET
9314: Circle, x = 131, y = 162, radius = 17, perimeter = 106.76, color = ORANGE
9315: Circle, x = 7, y = 53, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9316: Circle, x = 65, y = 45, radius = 17, perimeter = 106.76, color = GREEN
9317: Circle, x = 10, y = 24, radius = 17, perimeter = 106.76, color = LIGHT_BLUE
9318: Circle, x = 167, y = 85, radius = 17, perimeter = 106.76, color = YELLOW
9319: Triangle, x1 = 167, y1 = 23, x2 = 142, y2 = 46, x3 = 186, y3 = 44, perimeter = 106.336, color = RED
9320: Rectangle, x_up_left = 164, y_up_left = 60, x_down_right = 199, y_down_right = 42, perimeter = 106, color = RED
9321: Rectangle, x_up_left = 74, y_up_left = 88, x_down_right = 103, y_down_right = 64, perimeter = 106, color = VIOLET
9322: Rectangle, x_up_left = 124, y_up_left = 105, x_down_right = 137, y_down_right = 65, perimeter = 106, color = GREEN
9323: Rectangle, x_up_left = 81, y_up_left = 53, x_down_right = 122, y_down_right = 41, perimeter = 106, color = BLUE
9324: Rectangle, x_up_left = 107, y_up_left = 150, x_down_right = 137, y_down_right = 127, perimeter = 106, color = BLUE
9325: Rectangle, x_up_left = 51, y_up_left = 125, x_down_right = 89, y_down_right = 110, perimeter = 106, color = ORANGE
9326: Rectangle, x_up_left = 119, y_up_left = 55, x_down_right = 171, y_down_right = 54, perimeter = 106, color = VIOLET
9327: Rectangle, x_up_left = 13, y_up_left = 119, x_down_right = 53, y_down_right = 106, perimeter = 106, color = BLUE
9328: Rectangle, x_up_left = 164, y_up_left = 168, x_down_right = 166, y_down_right = 117, perimeter = 106, color = YELLOW
9329: Rectangle, x_up_left = 94, y_up_left = 100, x_down_right = 121, y_down_right = 74, perimeter = 106, color = RED
9330: Triangle, x1 = 21, y1 = 190, x2 = 9, y2 = 158, x3 = 47, y3 = 175, perimeter = 105.822, color = LIGHT_BLUE
9331: Triangle, x1 = 38, y1 = 149, x2 = 59, y2 = 124, x3 = 62, y3 = 103, perimeter = 105.747, color = ORANGE
9332: Triangle, x1 = 112, y1 = 87, x2 = 110, y2 = 108, x3 = 123, y3 = 57, perimeter = 105.679, color = RED
9333: Triangle, x1 = 63, y1 = 92, x2 = 43, y2 = 62, x3 = 34, y3 = 100, perimeter = 105.19, color = YELLOW
9334: Triangle, x1 = 143, y1 = 72, x2 = 91, y2 = 66, x3 = 134, y3 = 70, perimeter = 104.75, color = RED
9335: Rectangle, x_up_left = 127, y_up_left = 142, x_down_right = 152, y_down_right = 115, perimeter = 104, color = RED
9336: Rectangle, x_up_left = 130, y_up_left = 95, x_down_right = 175, y_down_right = 88, perimeter = 104, color = BLUE
9337: Rectangle, x_up_left = 86, y_up_left = 100, x_down_right = 119, y_down_right = 81, perimeter = 104, color = GREEN
9338: Rectangle, x_up_left = 34, y_up_left = 116, x_down_right = 57, y_down_right = 87, perimeter = 104, color = BLUE
9339: Rectangle, x_up_left = 89, y_up_left = 62, x_down_right = 96, y_down_right = 17, perimeter = 104, color = YELLOW
9340: Rectangle, x_up_left = 143, y_up_left = 165, x_down_right = 150, y_down_right = 120, perimeter = 104, color = BLUE
9341: Rectangle, x_up_left = 101, y_up_left = 43, x_down_right = 136, y_down_right = 26, perimeter = 104, color = VIOLET
9342: Rectangle, x_up_left = 121, y_up_left = 135, x_down_right = 132, y_down_right = 94, perimeter = 104, color = YELLOW
9343: Triangle, x1 = 64, y1 = 163, x2 = 34, y2 = 182, x3 = 71, y3 = 147, perimeter = 103.906, color = YELLOW
9344: Triangle, x1 = 65, y1 = 161, x2 = 63, y2 = 128, x3 = 85, y3 = 171, perimeter = 103.722, color = RED
9345: Triangle, x1 = 31, y1 = 196, x2 = 4, y2 = 177, x3 = 2, y3 = 156, perimeter = 103.517, color = LIGHT_BLUE
9346: Triangle, x1 = 149, y1 = 173, x2 = 138, y2 = 156, x3 = 122, y3 = 129, perimeter = 103.257, color = YELLOW
9347: Rectangle, x_up_left = 126, y_up_left = 189, x_down_right = 174, y_down_right = 186, perimeter = 102, color = GREEN
9348: Rectangle, x_up_left = 40, y_up_left = 130, x_down_right = 75, y_down_right = 114, perimeter = 102, color = GREEN
9349: Rectangle, x_up_left = 63, y_up_left = 137, x_down_right = 113, y_down_right = 136, perimeter = 102, color = ORANGE
9350: Rectangle, x_up_left = 174, y_up_left = 79, x_down_right = 177, y_down_right = 31, perimeter = 102, color = VIOLET
9351: Rectangle, x_up_left = 36, y_up_left = 167, x_down_right = 64, y_down_right = 144, perimeter = 102, color = YELLOW
9352: Rectangle, x_up_left = 137, y_up_left = 81, x_down_right = 146, y_down_right = 39, perimeter = 102, color = ORANGE
9353: Rectangle, x_up_left = 192, y_up_left = 180, x_down_right = 200, y_down_right = 137, perimeter = 102, color = LIGHT_BLUE
9354: Rectangle, x_up_left = 111, y_up_left = 170, x_down_right = 154, y_down_right = 162, perimeter = 102, color = BLUE
9355: Rectangle, x_up_left = 112, y_up_left = 174, x_down_right = 137, y_down_right = 148, perimeter = 102, color = YELLOW
9356: Rectangle, x_up_left = 181, y_up_left = 48, x_down_right = 193, y_down_right = 9, perimeter = 102, color = BLUE
9357: Rectangle, x_up_left = 145, y_up_left = 166, x_down_right = 179, y_down_right = 149, perimeter = 102, color = YELLOW
9358: Rectangle, x_up_left = 11, y_up_left = 95, x_down_right = 61, y_down_right = 94, perimeter = 102, color = GREEN
9359: Rectangle, x_up_left = 86, y_up_left = 125, x_down_right = 106, y_down_right = 94, perimeter = 102, color = BLUE
9360: Rectangle, x_up_left = 35, y_up_left = 38, x_down_right = 62, y_down_right = 14, perimeter = 102, color = BLUE
9361: Rectangle, x_up_left = 10, y_up_left = 30, x_down_right = 45, y_down_right = 14, perimeter = 102, color = YELLOW
9362: Circle, x = 166, y = 28, radius = 16, perimeter = 100.48, color = RED
9363: Circle, x = 191, y = 122, radius = 16, perimeter = 100.48, color = RED
9364: Circle, x = 47, y = 1, radius = 16, perimeter = 100.48, color = LIGHT_BLUE
9365: Circle, x = 102, y = 89, radius = 16, perimeter = 100.48, color = LIGHT_BLUE
9366: Circle, x = 115, y = 82, radius = 16, perimeter = 100.48, color = GREEN
9367: Circle, x = 178, y = 20, radius = 16, perimeter = 100.48, color = GREEN
9368: Circle, x = 114, y = 51, radius = 16, perimeter = 100.48, color = GREEN
9369: Circle, x = 142, y = 62, radius = 16, perimeter = 100.48, color = YELLOW
9370: Circle, x = 112, y = 18, radius = 16, perimeter = 100.48, color = BLUE
9371: Circle, x = 43, y = 84, radius = 16, perimeter = 100.48, color = VIOLET
9372: Circle, x = 162, y = 51, radius = 16, perimeter = 100.48, color = RED
9373: Circle, x = 118, y = 110, radius = 16, perimeter = 100.48, color = BLUE
