Total number of shapes is 1000 
Shapes are:
0: Circle, x = 105, y = 198, radius = 200, perimeter = 1256, color = GREEN
751: Triangle, x1 = 149, y1 = 188, x2 = 88, y2 = 130, x3 = 184, y3 = 189, perimeter = 231.868, color = BLUE
752: Triangle, x1 = 156, y1 = 98, x2 = 149, y2 = 77, x3 = 68, y3 = 148, perimeter = 231.061, color = VIOLET
753: Triangle, x1 = 89, y1 = 184, x2 = 92, y2 = 88, x3 = 121, y3 = 186, perimeter = 230.31, color = BLUE
754: Rectangle, x_up_left = 121, y_up_left = 106, x_down_right = 199, y_down_right = 69, perimeter = 230, color = GREEN
755: Rectangle, x_up_left = 19, y_up_left = 180, x_down_right = 31, y_down_right = 77, perimeter = 230, color = BLUE
756: Triangle, x1 = 69, y1 = 190, x2 = 45, y2 = 97, x3 = 40, y3 = 79, perimeter = 229.454, color = RED
757: Triangle, x1 = 127, y1 = 171, x2 = 86, y2 = 178, x3 = 81, y3 = 87, perimeter = 228.501, color = ORANGE
758: Rectangle, x_up_left = 60, y_up_left = 79, x_down_right = 101, y_down_right = 6, perimeter = 228, color = LIGHT_BLUE
759: Rectangle, x_up_left = 113, y_up_left = 76, x_down_right = 187, y_down_right = 37, perimeter = 226, color = LIGHT_BLUE
760: Rectangle, x_up_left = 63, y_up_left = 193, x_down_right = 90, y_down_right = 107, perimeter = 226, color = GREEN
761: Rectangle, x_up_left = 34, y_up_left = 151, x_down_right = 68, y_down_right = 72, perimeter = 226, color = LIGHT_BLUE
762: Triangle, x1 = 75, y1 = 116, x2 = 109, y2 = 159, x3 = 35, y3 = 195, perimeter = 225.659, color = VIOLET
763: Triangle, x1 = 68, y1 = 108, x2 = 103, y2 = 90, x3 = 6, y3 = 147, perimeter = 225.111, color = BLUE
764: Rectangle, x_up_left = 65, y_up_left = 198, x_down_right = 85, y_down_right = 106, perimeter = 224, color = GREEN
765: Triangle, x1 = 110, y1 = 148, x2 = 112, y2 = 111, x3 = 199, y3 = 147, perimeter = 220.214, color = GREEN
766: Triangle, x1 = 68, y1 = 174, x2 = 39, y2 = 118, x3 = 103, y3 = 93, perimeter = 220.011, color = VIOLET
767: Rectangle, x_up_left = 101, y_up_left = 153, x_down_right = 185, y_down_right = 127, perimeter = 220, color = GREEN
768: Circle, x = 17, y = 143, radius = 35, perimeter = 219.8, color = LIGHT_BLUE
769: Circle, x = 163, y = 41, radius = 35, perimeter = 219.8, color = YELLOW
770: Triangle, x1 = 91, y1 = 73, x2 = 184, y2 = 35, x3 = 152, y3 = 81, perimeter = 218.022, color = BLUE
771: Rectangle, x_up_left = 150, y_up_left = 159, x_down_right = 159, y_down_right = 59, perimeter = 218, color = GREEN
772: Rectangle, x_up_left = 57, y_up_left = 183, x_down_right = 78, y_down_right = 95, perimeter = 218, color = ORANGE
773: Rectangle, x_up_left = 37, y_up_left = 156, x_down_right = 145, y_down_right = 155, perimeter = 218, color = BLUE
774: Rectangle, x_up_left = 136, y_up_left = 88, x_down_right = 167, y_down_right = 10, perimeter = 218, color = ORANGE
775: Rectangle, x_up_left = 109, y_up_left = 155, x_down_right = 126, y_down_right = 63, perimeter = 218, color = GREEN
776: Triangle, x1 = 154, y1 = 185, x2 = 173, y2 = 176, x3 = 100, y3 = 106, perimeter = 217.855, color = LIGHT_BLUE
777: Triangle, x1 = 41, y1 = 178, x2 = 71, y2 = 122, x3 = 127, y3 = 154, perimeter = 217.314, color = ORANGE
778: Triangle, x1 = 85, y1 = 5, x2 = 55, y2 = 9, x3 = 8, y3 = 76, perimeter = 216.845, color = BLUE
779: Rectangle, x_up_left = 38, y_up_left = 131, x_down_right = 80, y_down_right = 65, perimeter = 216, color = GREEN
780: Rectangle, x_up_left = 100, y_up_left = 51, x_down_right = 185, y_down_right = 28, perimeter = 216, color = GREEN
781: Rectangle, x_up_left = 76, y_up_left = 134, x_down_right = 122, y_down_right = 72, perimeter = 216, color = RED
782: Rectangle, x_up_left = 48, y_up_left = 152, x_down_right = 127, y_down_right = 124, perimeter = 214, color = VIOLET
783: Circle, x = 29, y = 84, radius = 34, perimeter = 213.52, color = ORANGE
784: Circle, x = 54, y = 158, radius = 34, perimeter = 213.52, color = ORANGE
785: Triangle, x1 = 113, y1 = 59, x2 = 61, y2 = 126, x3 = 33, y3 = 103, perimeter = 212.349, color = GREEN
786: Rectangle, x_up_left = 123, y_up_left = 177, x_down_right = 133, y_down_right = 81, perimeter = 212, color = YELLOW
787: Rectangle, x_up_left = 88, y_up_left = 187, x_down_right = 189, y_down_right = 183, perimeter = 210, color = YELLOW
788: Rectangle, x_up_left = 55, y_up_left = 70, x_down_right = 129, y_down_right = 39, perimeter = 210, color = YELLOW
789: Circle, x = 98, y = 168, radius = 33, perimeter = 207.24, color = YELLOW
790: Circle, x = 72, y = 37, radius = 33, perimeter = 207.24, color = VIOLET
791: Rectangle, x_up_left = 110, y_up_left = 166, x_down_right = 137, y_down_right = 90, perimeter = 206, color = YELLOW
792: Rectangle, x_up_left = 77, y_up_left = 110, x_down_right = 133, y_down_right = 63, perimeter = 206, color = ORANGE
793: Triangle, x1 = 59, y1 = 6, x2 = 107, y2 = 97, x3 = 81, y3 = 55, perimeter = 205.992, color = BLUE
794: Triangle, x1 = 112, y1 = 114, x2 = 154, y2 = 28, x3 = 166, y3 = 57, perimeter = 205.61, color = ORANGE
795: Rectangle, x_up_left = 93, y_up_left = 171, x_down_right = 169, y_down_right = 145, perimeter = 204, color = GREEN
796: Rectangle, x_up_left = 40, y_up_left = 18, x_down_right = 128, y_down_right = 4, perimeter = 204, color = GREEN
797: Rectangle, x_up_left = 26, y_up_left = 154, x_down_right = 49, y_down_right = 75, perimeter = 204, color = ORANGE
798: Triangle, x1 = 108, y1 = 103, x2 = 127, y2 = 4, x3 = 112, y3 = 34, perimeter = 203.464, color = RED
799: Triangle, x1 = 88, y1 = 36, x2 = 73, y2 = 136, x3 = 83, y3 = 54, perimeter = 202.408, color = ORANGE
800: Rectangle, x_up_left = 42, y_up_left = 168, x_down_right = 53, y_down_right = 78, perimeter = 202, color = ORANGE
801: Triangle, x1 = 192, y1 = 93, x2 = 194, y2 = 87, x3 = 147, y3 = 4, perimeter = 201.438, color = GREEN
802: Circle, x = 162, y = 59, radius = 32, perimeter = 200.96, color = ORANGE
803: Circle, x = 135, y = 54, radius = 32, perimeter = 200.96, color = ORANGE
804: Circle, x = 173, y = 130, radius = 32, perimeter = 200.96, color = RED
805: Circle, x = 149, y = 189, radius = 32, perimeter = 200.96, color = RED
806: Rectangle, x_up_left = 109, y_up_left = 157, x_down_right = 121, y_down_right = 69, perimeter = 200, color = YELLOW
807: Rectangle, x_up_left = 20, y_up_left = 101, x_down_right = 27, y_down_right = 8, perimeter = 200, color = ORANGE
808: Triangle, x1 = 56, y1 = 153, x2 = 117, y2 = 153, x3 = 59, y3 = 96, perimeter = 199.399, color = VIOLET
809: Triangle, x1 = 61, y1 = 61, x2 = 72, y2 = 46, x3 = 148, y3 = 15, perimeter = 199.093, color = ORANGE
810: Rectangle, x_up_left = 141, y_up_left = 185, x_down_right = 175, y_down_right = 120, perimeter = 198, color = BLUE
811: Rectangle, x_up_left = 86, y_up_left = 189, x_down_right = 119, y_down_right = 123, perimeter = 198, color = GREEN
812: Triangle, x1 = 131, y1 = 129, x2 = 191, y2 = 171, x3 = 177, y3 = 102, perimeter = 196.984, color = LIGHT_BLUE
813: Rectangle, x_up_left = 102, y_up_left = 116, x_down_right = 129, y_down_right = 45, perimeter = 196, color = YELLOW
814: Rectangle, x_up_left = 100, y_up_left = 132, x_down_right = 133, y_down_right = 67, perimeter = 196, color = LIGHT_BLUE
815: Triangle, x1 = 97, y1 = 155, x2 = 108, y2 = 75, x3 = 83, y3 = 68, perimeter = 194.833, color = VIOLET
816: Rectangle, x_up_left = 63, y_up_left = 58, x_down_right = 123, y_down_right = 21, perimeter = 194, color = GREEN
817: Triangle, x1 = 144, y1 = 154, x2 = 172, y2 = 79, x3 = 152, y3 = 66, perimeter = 192.273, color = GREEN
818: Triangle, x1 = 114, y1 = 101, x2 = 149, y2 = 135, x3 = 185, y3 = 78, perimeter = 190.845, color = LIGHT_BLUE
819: Triangle, x1 = 189, y1 = 132, x2 = 110, y2 = 139, x3 = 137, y3 = 98, perimeter = 190.53, color = RED
820: Rectangle, x_up_left = 87, y_up_left = 165, x_down_right = 147, y_down_right = 130, perimeter = 190, color = BLUE
821: Rectangle, x_up_left = 156, y_up_left = 131, x_down_right = 171, y_down_right = 51, perimeter = 190, color = RED
822: Rectangle, x_up_left = 23, y_up_left = 47, x_down_right = 97, y_down_right = 26, perimeter = 190, color = RED
823: Triangle, x1 = 113, y1 = 88, x2 = 50, y2 = 43, x3 = 97, y3 = 28, perimeter = 188.853, color = GREEN
824: Circle, x = 54, y = 70, radius = 30, perimeter = 188.4, color = VIOLET
825: Triangle, x1 = 145, y1 = 174, x2 = 64, y2 = 127, x3 = 74, y3 = 129, perimeter = 187.906, color = ORANGE
826: Triangle, x1 = 28, y1 = 183, x2 = 17, y2 = 192, x3 = 99, y3 = 147, perimeter = 187.354, color = ORANGE
827: Triangle, x1 = 102, y1 = 152, x2 = 94, y2 = 139, x3 = 19, y3 = 177, perimeter = 186.025, color = ORANGE
828: Triangle, x1 = 32, y1 = 101, x2 = 119, y2 = 103, x3 = 65, y3 = 79, perimeter = 185.777, color = GREEN
829: Triangle, x1 = 135, y1 = 69, x2 = 176, y2 = 137, x3 = 196, y3 = 122, perimeter = 185.212, color = ORANGE
830: Triangle, x1 = 175, y1 = 17, x2 = 104, y2 = 21, x3 = 85, y3 = 31, perimeter = 183.666, color = GREEN
831: Circle, x = 113, y = 41, radius = 29, perimeter = 182.12, color = RED
832: Rectangle, x_up_left = 51, y_up_left = 133, x_down_right = 55, y_down_right = 46, perimeter = 182, color = LIGHT_BLUE
833: Triangle, x1 = 19, y1 = 16, x2 = 71, y2 = 79, x3 = 38, y3 = 79, perimeter = 180.491, color = ORANGE
834: Rectangle, x_up_left = 45, y_up_left = 32, x_down_right = 130, y_down_right = 27, perimeter = 180, color = GREEN
835: Rectangle, x_up_left = 104, y_up_left = 82, x_down_right = 134, y_down_right = 22, perimeter = 180, color = RED
836: Triangle, x1 = 62, y1 = 88, x2 = 55, y2 = 132, x3 = 18, y3 = 59, perimeter = 179.092, color = YELLOW
837: Triangle, x1 = 190, y1 = 25, x2 = 104, y2 = 42, x3 = 169, y3 = 41, perimeter = 179.073, color = GREEN
838: Triangle, x1 = 161, y1 = 186, x2 = 155, y2 = 101, x3 = 171, y3 = 170, perimeter = 174.91, color = YELLOW
839: Rectangle, x_up_left = 21, y_up_left = 174, x_down_right = 40, y_down_right = 106, perimeter = 174, color = ORANGE
840: Rectangle, x_up_left = 153, y_up_left = 45, x_down_right = 199, y_down_right = 4, perimeter = 174, color = ORANGE
841: Rectangle, x_up_left = 31, y_up_left = 173, x_down_right = 48, y_down_right = 103, perimeter = 174, color = LIGHT_BLUE
842: Triangle, x1 = 155, y1 = 39, x2 = 82, y2 = 79, x3 = 113, y3 = 42, perimeter = 173.618, color = VIOLET
843: Triangle, x1 = 70, y1 = 151, x2 = 143, y2 = 105, x3 = 74, y3 = 147, perimeter = 172.719, color = LIGHT_BLUE
844: Triangle, x1 = 2, y1 = 153, x2 = 19, y2 = 113, x3 = 64, y3 = 162, perimeter = 172.641, color = ORANGE
845: Rectangle, x_up_left = 114, y_up_left = 140, x_down_right = 116, y_down_right = 56, perimeter = 172, color = GREEN
846: Rectangle, x_up_left = 112, y_up_left = 174, x_down_right = 142, y_down_right = 118, perimeter = 172, color = GREEN
847: Rectangle, x_up_left = 62, y_up_left = 165, x_down_right = 108, y_down_right = 125, perimeter = 172, color = ORANGE
848: Rectangle, x_up_left = 46, y_up_left = 120, x_down_right = 54, y_down_right = 42, perimeter = 172, color = RED
849: Rectangle, x_up_left = 33, y_up_left = 182, x_down_right = 82, y_down_right = 145, perimeter = 172, color = ORANGE
850: Circle, x = 101, y = 163, radius = 27, perimeter = 169.56, color = RED
851: Circle, x = 69, y = 36, radius = 27, perimeter = 169.56, color = GREEN
852: Circle, x = 35, y = 77, radius = 27, perimeter = 169.56, color = RED
853: Triangle, x1 = 52, y1 = 119, x2 = 69, y2 = 98, x3 = 96, y3 = 47, perimeter = 169.105, color = LIGHT_BLUE
854: Rectangle, x_up_left = 23, y_up_left = 141, x_down_right = 63, y_down_right = 98, perimeter = 166, color = ORANGE
855: Rectangle, x_up_left = 151, y_up_left = 164, x_down_right = 152, y_down_right = 82, perimeter = 166, color = YELLOW
856: Rectangle, x_up_left = 69, y_up_left = 159, x_down_right = 121, y_down_right = 129, perimeter = 164, color = YELLOW
857: Circle, x = 76, y = 185, radius = 26, perimeter = 163.28, color = RED
858: Circle, x = 25, y = 160, radius = 26, perimeter = 163.28, color = VIOLET
859: Circle, x = 195, y = 60, radius = 26, perimeter = 163.28, color = YELLOW
860: Rectangle, x_up_left = 127, y_up_left = 143, x_down_right = 189, y_down_right = 124, perimeter = 162, color = RED
861: Rectangle, x_up_left = 75, y_up_left = 118, x_down_right = 131, y_down_right = 93, perimeter = 162, color = VIOLET
862: Rectangle, x_up_left = 147, y_up_left = 180, x_down_right = 198, y_down_right = 150, perimeter = 162, color = RED
863: Triangle, x1 = 139, y1 = 130, x2 = 110, y2 = 101, x3 = 66, y3 = 110, perimeter = 161.613, color = ORANGE
864: Rectangle, x_up_left = 36, y_up_left = 126, x_down_right = 72, y_down_right = 82, perimeter = 160, color = RED
865: Rectangle, x_up_left = 33, y_up_left = 179, x_down_right = 97, y_down_right = 165, perimeter = 156, color = VIOLET
866: Rectangle, x_up_left = 69, y_up_left = 69, x_down_right = 135, y_down_right = 57, perimeter = 156, color = RED
867: Triangle, x1 = 51, y1 = 88, x2 = 71, y2 = 38, x3 = 72, y3 = 15, perimeter = 152.834, color = YELLOW
868: Rectangle, x_up_left = 19, y_up_left = 150, x_down_right = 58, y_down_right = 113, perimeter = 152, color = GREEN
869: Rectangle, x_up_left = 34, y_up_left = 178, x_down_right = 85, y_down_right = 153, perimeter = 152, color = RED
870: Rectangle, x_up_left = 61, y_up_left = 118, x_down_right = 73, y_down_right = 54, perimeter = 152, color = LIGHT_BLUE
871: Rectangle, x_up_left = 7, y_up_left = 104, x_down_right = 56, y_down_right = 77, perimeter = 152, color = LIGHT_BLUE
872: Rectangle, x_up_left = 140, y_up_left = 145, x_down_right = 148, y_down_right = 77, perimeter = 152, color = YELLOW
873: Rectangle, x_up_left = 122, y_up_left = 116, x_down_right = 139, y_down_right = 57, perimeter = 152, color = BLUE
874: Triangle, x1 = 149, y1 = 122, x2 = 158, y2 = 197, x3 = 154, y3 = 183, perimeter = 151.303, color = RED
875: Circle, x = 88, y = 187, radius = 24, perimeter = 150.72, color = RED
876: Rectangle, x_up_left = 129, y_up_left = 81, x_down_right = 161, y_down_right = 38, perimeter = 150, color = RED
877: Rectangle, x_up_left = 91, y_up_left = 158, x_down_right = 127, y_down_right = 119, perimeter = 150, color = ORANGE
878: Rectangle, x_up_left = 131, y_up_left = 36, x_down_right = 187, y_down_right = 17, perimeter = 150, color = YELLOW
879: Rectangle, x_up_left = 98, y_up_left = 56, x_down_right = 131, y_down_right = 15, perimeter = 148, color = BLUE
880: Rectangle, x_up_left = 7, y_up_left = 152, x_down_right = 16, y_down_right = 87, perimeter = 148, color = YELLOW
881: Rectangle, x_up_left = 51, y_up_left = 155, x_down_right = 72, y_down_right = 103, perimeter = 146, color = GREEN
882: Rectangle, x_up_left = 91, y_up_left = 186, x_down_right = 139, y_down_right = 161, perimeter = 146, color = RED
883: Rectangle, x_up_left = 47, y_up_left = 171, x_down_right = 56, y_down_right = 107, perimeter = 146, color = ORANGE
884: Circle, x = 117, y = 8, radius = 23, perimeter = 144.44, color = ORANGE
885: Circle, x = 45, y = 107, radius = 23, perimeter = 144.44, color = BLUE
886: Rectangle, x_up_left = 24, y_up_left = 93, x_down_right = 72, y_down_right = 69, perimeter = 144, color = GREEN
887: Rectangle, x_up_left = 81, y_up_left = 88, x_down_right = 134, y_down_right = 70, perimeter = 142, color = LIGHT_BLUE
888: Rectangle, x_up_left = 46, y_up_left = 187, x_down_right = 56, y_down_right = 126, perimeter = 142, color = YELLOW
889: Triangle, x1 = 140, y1 = 138, x2 = 71, y2 = 136, x3 = 121, y3 = 148, perimeter = 141.92, color = BLUE
890: Rectangle, x_up_left = 145, y_up_left = 180, x_down_right = 155, y_down_right = 120, perimeter = 140, color = GREEN
891: Rectangle, x_up_left = 155, y_up_left = 84, x_down_right = 173, y_down_right = 32, perimeter = 140, color = ORANGE
892: Rectangle, x_up_left = 79, y_up_left = 139, x_down_right = 101, y_down_right = 91, perimeter = 140, color = RED
893: Triangle, x1 = 18, y1 = 126, x2 = 85, y2 = 136, x3 = 45, y3 = 140, perimeter = 138.355, color = RED
894: Circle, x = 154, y = 183, radius = 22, perimeter = 138.16, color = GREEN
895: Circle, x = 13, y = 4, radius = 22, perimeter = 138.16, color = LIGHT_BLUE
896: Rectangle, x_up_left = 144, y_up_left = 48, x_down_right = 196, y_down_right = 31, perimeter = 138, color = GREEN
897: Rectangle, x_up_left = 186, y_up_left = 120, x_down_right = 191, y_down_right = 58, perimeter = 134, color = YELLOW
898: Rectangle, x_up_left = 42, y_up_left = 153, x_down_right = 48, y_down_right = 92, perimeter = 134, color = BLUE
899: Rectangle, x_up_left = 168, y_up_left = 57, x_down_right = 184, y_down_right = 6, perimeter = 134, color = RED
900: Rectangle, x_up_left = 98, y_up_left = 33, x_down_right = 138, y_down_right = 7, perimeter = 132, color = YELLOW
901: Circle, x = 54, y = 145, radius = 21, perimeter = 131.88, color = GREEN
902: Circle, x = 132, y = 81, radius = 21, perimeter = 131.88, color = LIGHT_BLUE
903: Rectangle, x_up_left = 121, y_up_left = 187, x_down_right = 141, y_down_right = 142, perimeter = 130, color = VIOLET
904: Rectangle, x_up_left = 90, y_up_left = 197, x_down_right = 116, y_down_right = 158, perimeter = 130, color = RED
905: Triangle, x1 = 30, y1 = 111, x2 = 74, y2 = 66, x3 = 50, y3 = 77, perimeter = 128.783, color = LIGHT_BLUE
906: Rectangle, x_up_left = 1, y_up_left = 178, x_down_right = 45, y_down_right = 158, perimeter = 128, color = YELLOW
907: Rectangle, x_up_left = 120, y_up_left = 175, x_down_right = 172, y_down_right = 164, perimeter = 126, color = VIOLET
908: Rectangle, x_up_left = 108, y_up_left = 53, x_down_right = 148, y_down_right = 30, perimeter = 126, color = YELLOW
909: Circle, x = 159, y = 95, radius = 20, perimeter = 125.6, color = RED
910: Circle, x = 152, y = 157, radius = 20, perimeter = 125.6, color = YELLOW
911: Triangle, x1 = 87, y1 = 65, x2 = 35, y2 = 33, x3 = 82, y3 = 66, perimeter = 123.585, color = RED
912: Rectangle, x_up_left = 55, y_up_left = 169, x_down_right = 56, y_down_right = 109, perimeter = 122, color = BLUE
913: Rectangle, x_up_left = 145, y_up_left = 88, x_down_right = 146, y_down_right = 28, perimeter = 122, color = RED
914: Rectangle, x_up_left = 116, y_up_left = 132, x_down_right = 133, y_down_right = 88, perimeter = 122, color = GREEN
915: Rectangle, x_up_left = 59, y_up_left = 90, x_down_right = 107, y_down_right = 77, perimeter = 122, color = YELLOW
916: Triangle, x1 = 131, y1 = 200, x2 = 119, y2 = 197, x3 = 171, y3 = 170, perimeter = 120.961, color = LIGHT_BLUE
917: Rectangle, x_up_left = 31, y_up_left = 56, x_down_right = 60, y_down_right = 25, perimeter = 120, color = YELLOW
918: Circle, x = 104, y = 143, radius = 19, perimeter = 119.32, color = RED
919: Rectangle, x_up_left = 91, y_up_left = 127, x_down_right = 113, y_down_right = 92, perimeter = 114, color = GREEN
920: Triangle, x1 = 66, y1 = 121, x2 = 108, y2 = 83, x3 = 89, y3 = 101, perimeter = 113.291, color = ORANGE
921: Circle, x = 123, y = 39, radius = 18, perimeter = 113.04, color = VIOLET
922: Circle, x = 37, y = 106, radius = 18, perimeter = 113.04, color = BLUE
923: Rectangle, x_up_left = 140, y_up_left = 74, x_down_right = 158, y_down_right = 36, perimeter = 112, color = BLUE
924: Triangle, x1 = 157, y1 = 46, x2 = 165, y2 = 42, x3 = 160, y3 = 95, perimeter = 111.271, color = RED
925: Rectangle, x_up_left = 160, y_up_left = 35, x_down_right = 195, y_down_right = 15, perimeter = 110, color = YELLOW
926: Rectangle, x_up_left = 88, y_up_left = 131, x_down_right = 90, y_down_right = 78, perimeter = 110, color = GREEN
927: Rectangle, x_up_left = 60, y_up_left = 127, x_down_right = 62, y_down_right = 75, perimeter = 108, color = GREEN
928: Rectangle, x_up_left = 1, y_up_left = 189, x_down_right = 22, y_down_right = 156, perimeter = 108, color = LIGHT_BLUE
929: Circle, x = 26, y = 133, radius = 17, perimeter = 106.76, color = BLUE
930: Circle, x = 180, y = 32, radius = 17, perimeter = 106.76, color = GREEN
931: Rectangle, x_up_left = 10, y_up_left = 131, x_down_right = 53, y_down_right = 121, perimeter = 106, color = LIGHT_BLUE
932: Rectangle, x_up_left = 185, y_up_left = 182, x_down_right = 196, y_down_right = 140, perimeter = 106, color = ORANGE
933: Rectangle, x_up_left = 89, y_up_left = 163, x_down_right = 126, y_down_right = 148, perimeter = 104, color = RED
934: Rectangle, x_up_left = 90, y_up_left = 145, x_down_right = 136, y_down_right = 139, perimeter = 104, color = LIGHT_BLUE
935: Rectangle, x_up_left = 23, y_up_left = 188, x_down_right = 39, y_down_right = 152, perimeter = 104, color = GREEN
936: Rectangle, x_up_left = 33, y_up_left = 70, x_down_right = 62, y_down_right = 48, perimeter = 102, color = YELLOW
937: Rectangle, x_up_left = 36, y_up_left = 56, x_down_right = 65, y_down_right = 34, perimeter = 102, color = GREEN
938: Circle, x = 25, y = 6, radius = 16, perimeter = 100.48, color = ORANGE
939: Circle, x = 103, y = 77, radius = 16, perimeter = 100.48, color = LIGHT_BLUE
940: Circle, x = 160, y = 186, radius = 16, perimeter = 100.48, color = GREEN
941: Rectangle, x_up_left = 137, y_up_left = 183, x_down_right = 159, y_down_right = 155, perimeter = 100, color = LIGHT_BLUE
942: Rectangle, x_up_left = 125, y_up_left = 98, x_down_right = 135, y_down_right = 58, perimeter = 100, color = LIGHT_BLUE
943: Rectangle, x_up_left = 88, y_up_left = 161, x_down_right = 104, y_down_right = 128, perimeter = 98, color = LIGHT_BLUE
944: Rectangle, x_up_left = 83, y_up_left = 169, x_down_right = 93, y_down_right = 131, perimeter = 96, color = VIOLET
945: Rectangle, x_up_left = 16, y_up_left = 55, x_down_right = 33, y_down_right = 24, perimeter = 96, color = BLUE
946: Circle, x = 23, y = 10, radius = 15, perimeter = 94.2, color = RED
947: Circle, x = 151, y = 193, radius = 15, perimeter = 94.2, color = ORANGE
948: Rectangle, x_up_left = 29, y_up_left = 90, x_down_right = 39, y_down_right = 53, perimeter = 94, color = VIOLET
949: Rectangle, x_up_left = 4, y_up_left = 75, x_down_right = 7, y_down_right = 31, perimeter = 94, color = GREEN
950: Rectangle, x_up_left = 148, y_up_left = 160, x_down_right = 149, y_down_right = 114, perimeter = 94, color = YELLOW
951: Rectangle, x_up_left = 38, y_up_left = 18, x_down_right = 72, y_down_right = 5, perimeter = 94, color = ORANGE
952: Rectangle, x_up_left = 73, y_up_left = 108, x_down_right = 108, y_down_right = 98, perimeter = 90, color = GREEN
953: Rectangle, x_up_left = 59, y_up_left = 168, x_down_right = 66, y_down_right = 131, perimeter = 88, color = ORANGE
954: Circle, x = 51, y = 59, radius = 14, perimeter = 87.92, color = YELLOW
955: Rectangle, x_up_left = 1, y_up_left = 160, x_down_right = 27, y_down_right = 144, perimeter = 84, color = RED
956: Rectangle, x_up_left = 158, y_up_left = 131, x_down_right = 170, y_down_right = 101, perimeter = 84, color = VIOLET
957: Rectangle, x_up_left = 39, y_up_left = 50, x_down_right = 60, y_down_right = 29, perimeter = 84, color = GREEN
958: Rectangle, x_up_left = 93, y_up_left = 96, x_down_right = 122, y_down_right = 85, perimeter = 80, color = LIGHT_BLUE
959: Rectangle, x_up_left = 149, y_up_left = 153, x_down_right = 184, y_down_right = 149, perimeter = 78, color = LIGHT_BLUE
960: Rectangle, x_up_left = 140, y_up_left = 113, x_down_right = 176, y_down_right = 110, perimeter = 78, color = ORANGE
961: Rectangle, x_up_left = 59, y_up_left = 17, x_down_right = 89, y_down_right = 8, perimeter = 78, color = ORANGE
962: Rectangle, x_up_left = 131, y_up_left = 107, x_down_right = 150, y_down_right = 88, perimeter = 76, color = VIOLET
963: Circle, x = 112, y = 130, radius = 12, perimeter = 75.36, color = RED
964: Circle, x = 117, y = 61, radius = 12, perimeter = 75.36, color = RED
965: Rectangle, x_up_left = 113, y_up_left = 46, x_down_right = 145, y_down_right = 41, perimeter = 74, color = ORANGE
966: Rectangle, x_up_left = 115, y_up_left = 72, x_down_right = 135, y_down_right = 56, perimeter = 72, color = RED
967: Rectangle, x_up_left = 151, y_up_left = 95, x_down_right = 185, y_down_right = 93, perimeter = 72, color = YELLOW
968: Rectangle, x_up_left = 134, y_up_left = 72, x_down_right = 138, y_down_right = 41, perimeter = 70, color = LIGHT_BLUE
969: Rectangle, x_up_left = 107, y_up_left = 142, x_down_right = 139, y_down_right = 139, perimeter = 70, color = YELLOW
970: Circle, x = 104, y = 145, radius = 11, perimeter = 69.08, color = YELLOW
971: Circle, x = 71, y = 82, radius = 11, perimeter = 69.08, color = GREEN
972: Circle, x = 161, y = 18, radius = 11, perimeter = 69.08, color = LIGHT_BLUE
973: Rectangle, x_up_left = 83, y_up_left = 112, x_down_right = 111, y_down_right = 107, perimeter = 66, color = GREEN
974: Rectangle, x_up_left = 105, y_up_left = 6, x_down_right = 132, y_down_right = 1, perimeter = 64, color = VIOLET
975: Circle, x = 40, y = 7, radius = 10, perimeter = 62.8, color = LIGHT_BLUE
976: Circle, x = 195, y = 105, radius = 10, perimeter = 62.8, color = VIOLET
977: Rectangle, x_up_left = 93, y_up_left = 117, x_down_right = 111, y_down_right = 104, perimeter = 62, color = ORANGE
978: Rectangle, x_up_left = 175, y_up_left = 100, x_down_right = 188, y_down_right = 82, perimeter = 62, color = BLUE
979: Rectangle, x_up_left = 148, y_up_left = 24, x_down_right = 177, y_down_right = 22, perimeter = 62, color = VIOLET
980: Rectangle, x_up_left = 38, y_up_left = 149, x_down_right = 41, y_down_right = 122, perimeter = 60, color = VIOLET
981: Rectangle, x_up_left = 134, y_up_left = 115, x_down_right = 138, y_down_right = 90, perimeter = 58, color = BLUE
982: Rectangle, x_up_left = 185, y_up_left = 80, x_down_right = 200, y_down_right = 66, perimeter = 58, color = ORANGE
983: Rectangle, x_up_left = 173, y_up_left = 32, x_down_right = 179, y_down_right = 9, perimeter = 58, color = GREEN
984: Rectangle, x_up_left = 125, y_up_left = 103, x_down_right = 151, y_down_right = 101, perimeter = 56, color = YELLOW
985: Rectangle, x_up_left = 32, y_up_left = 102, x_down_right = 37, y_down_right = 81, perimeter = 52, color = ORANGE
986: Circle, x = 191, y = 184, radius = 8, perimeter = 50.24, color = GREEN
987: Circle, x = 47, y = 34, radius = 6, perimeter = 37.68, color = VIOLET
988: Rectangle, x_up_left = 42, y_up_left = 72, x_down_right = 54, y_down_right = 66, perimeter = 36, color = YELLOW
989: Circle, x = 171, y = 149, radius = 5, perimeter = 31.4, color = VIOLET
990: Circle, x = 119, y = 12, radius = 4, perimeter = 25.12, color = VIOLET
991: Circle, x = 8, y = 79, radius = 4, perimeter = 25.12, color = RED
992: Circle, x = 32, y = 108, radius = 4, perimeter = 25.12, color = YELLOW
993: Circle, x = 19, y = 126, radius = 3, perimeter = 18.84, color = YELLOW
994: Circle, x = 154, y = 120, radius = 3, perimeter = 18.84, color = VIOLET
